# MNE-Annotations
# onset, duration, description
0.285735625485525,1.5378779709507042,BAD_component
3.5602156690140845,0.6309242957746477,BAD_component
6.179678147007041,1.5209782130281688,BAD_component
106.32795774647889,1.7519415713028081,BAD_component
204.26158560739435,2.872958846830983,BAD_component
291.2744498239437,2.46173140404926,BAD_component
345.4178422095071,2.9236581205985885,BAD_component
362.20204940580993,1.4928119498239312,BAD_component
378.89979918573954,2.3997656249999864,BAD_component
394.5859028389085,2.7039612676056777,BAD_component
441.80309804137335,0.43376045334503033,BAD_component
442.87904929577473,0.9520196963027843,BAD_component
463.5933302156691,8.96813820422534,BAD_component
486.29361135563386,1.470278939260595,BAD_component
540.7749988996479,6.134612125880267,BAD_component
600.2987268926056,1.0534182438381094,BAD_component
